listing_id,id,date,reviewer_id,reviewer_name,comments,tema_principal,sentimiento,sentimiento_etiqueta
588809,64534638,2016-03-05,57556007,Clara,"muy lindo el lugar, ubicación excelente. El departamento es mu acogedor, la cama cómoda, todo en excelente estado! La dueña de casa muy atenta y buena disposición!! Muy recomedable!!  ",Instalaciones,0.0,Neutral ⚪
24181184,299723596,2018-07-31,181173887,Nesval,Agradezco la hospitalidad y recomiendo para aquellos que no les importa tomar el metro. Ambiente muy tranquilo.,Ubicación,0.0,Neutral ⚪
21397664,531116665,2019-09-16,131479362,Luiz,The host canceled this reservation 87 days before arrival. This is an automated posting.,Atención,0.0,Neutral ⚪
18992087,294861991,2018-07-22,178651905,Silvina,"el departamento es bonito, seguro y en una zona inmejorable. Además Ezequiel es muy amable",Atención,0.0,Neutral ⚪
9635295,138285663,2017-03-19,103475698,Fernando,"O apartamento da Barbara é ótimo! Muito confortável e fica no Centro perto de tudo, restaurantes, cafés, perto do Obelisco, perto de metrô, da para se locomover para qualquer lugar facilmente. Adoramos nossa estadia. ",Instalaciones,0.0,Neutral ⚪
21141072,452597119,2019-05-13,147138577,Bruna,"Apto super aconchegante, limpo, e bem esquipado! Podem reservar sem medo!
Atenciosas, respostas rapidas!! Amei",Instalaciones,0.8138020833333331,Positivo ✅
23212954,461950384,2019-06-01,246866157,Guillermo,"Ubicación exelente, muy cómodo y tienes todo a tu alcance.",Instalaciones,0.0,Neutral ⚪
33589589,615182324,2020-03-07,103556241,Alejandro,"Todo perfecto. Excelente ubicación, personal muy amable y la habitación con aire acondicionado",Atención,0.0,Neutral ⚪
23089122,543399809,2019-10-07,18418353,Ipek,"Great location, nice communication.",Ubicación,0.7,Positivo ✅
370013,615220548,2020-03-07,31867935,Luis M.,"Bonito lugar, limpio y cómodo en pleno centro de Buenos Aires",Limpieza,0.0,Neutral ⚪
68868,465285509,2019-06-07,265892112,Luis,It’s all in the details. Everything regarding the stay was thoughtful. Ralf was extremely accommodating and courteous. Couldn’t have had a better stay. Thanks Ralf!,Instalaciones,0.325,Positivo ✅
16508078,177441611,2017-08-02,53057207,Maria Laura,The host canceled this reservation 20 days before arrival. This is an automated posting.,Atención,0.0,Neutral ⚪
20887538,551706244,2019-10-20,302980572,Ujwal,Good value. Good location.,Ubicación,0.7,Positivo ✅
11929156,190165945,2017-09-03,139335993,Jorge Eduardo,Muy iluminado naturalmente y con buena ventilación. Recomendable,Instalaciones,0.0,Neutral ⚪
12191489,589033919,2020-01-05,232999515,Claudio,"We did enjoy our stay at Rene's place very much. The apartment looks in person better than in the pictures, the quality of the furnishings and details were fantastic, including the mattress, sheets, an espresso machine and more! We contacted Rene a few times and he was very responsive and had a good support network to promptly take care of our requests. Would love to be there again next time.",Instalaciones,0.33849999999999997,Positivo ✅
16449156,228178688,2018-01-18,19625848,Georgia,"The place is very nice. It has a great view, a comfortable bed, nice shower and a comfy couch. The location is close to a lot of things and even though the metro is a little far, there are buses that stop nearby. Also thanks Syl for being helpful and responding to us fast.",Ubicación,0.36156250000000006,Positivo ✅
1145139,10991962,2014-03-16,2326490,Leila,"Passei uma semana no apartamento da Emília. Fui muito bem recebida pela Senhora Olga, mãe da Emília, que nos deu todo apoio. O apartamento é muito bem localizado, com fácil acesso a vários pontos da cidade e ônibus na porta. Tudo estava limpo e bem cuidado e Emília foi muito gentil, oferecendo café, açúcar, refrigerante gelado. Foi uma semana muito agradável. Recomendo!
",Ubicación,0.0,Neutral ⚪
39446861,556787978,2019-10-30,277520747,Cinthya,Beautiful place... I really recommend it,Instalaciones,0.525,Positivo ✅
1415544,487871109,2019-07-14,11197454,Riccardo,"Place really situated in the heart of San Telmo neighborhood, easy to get and easy to live!",Ubicación,0.309280303030303,Positivo ✅
20250841,272926778,2018-06-04,19595980,Lyree,"Very stylish and authentic place. Loved the location and easy walking to markets, restaurants and subway. Surprisingly quiet and relaxing considering there is abit of night life. Rooftop patio is a big plus. We recommend the place.",Ubicación,0.38055555555555554,Positivo ✅
3401662,240308421,2018-03-04,166755318,Regina,"Excelentes anfitrionas, tanto Agustina como su mamá. El departamento es tal cual se muestra, excelente ubicación.",Atención,0.0,Neutral ⚪
751902,162834011,2017-06-22,115420880,Angela,"Gus was a great host the entire time we were down there. Any questions we had, he promptly responded to us, set up our transportation to/from the airport, and gave us plenty of suggestions of things to do around the city",Atención,0.21481481481481482,Positivo ✅
34285516,515824619,2019-08-23,260555190,Leo,"Noelia y su hermano son muy atentos, están pendiente de los detalles y hacen tu estadía mucho más comoda.",Instalaciones,0.0,Neutral ⚪
27057271,547029825,2019-10-14,300551695,Maia,"Recomendado 100%!! ubicación, limpieza, comunicación, comodidades...  no tuvimos ningun problema, al contrario! Mara es muy atenta, sin dudas lo vuelvo a elegir.",Instalaciones,0.0,Neutral ⚪
29708591,417513200,2019-02-27,171778883,Rafael,"La ubicación es muy buena, la respuesta de Matías es inmejorable, el espacio demuestra que es habitado y uno llega a ese espacio a seguir habitándolo.",Instalaciones,0.0,Neutral ⚪
11078635,160530875,2017-06-14,14675840,Loraine,The host canceled this reservation 38 days before arrival. This is an automated posting.,Atención,0.0,Neutral ⚪
12439131,136395689,2017-03-10,33628113,German,"Un lindo departamento, limpio, cómodo y bien ubicado!!!  ",Limpieza,0.0,Neutral ⚪
7856391,216296446,2017-12-03,8452373,Nick,"Brilliant location near cool spots in Palermo Soho. Communication was great, we checked in very late and was fine. Zulma got someone round straight away to fix an issue with the blinds when we mentioned it. Small, simple apartment but good value for location.",Ubicación,0.2387878787878788,Positivo ✅
327888,268993527,2018-05-26,66114245,William,"Tremendous location if you want to experience the San Telmo area of Buenos Aires, one of the oldest parts of the city.  The apartment is as advertised, nice studio with all the essentials, and the rooftop terrace is a great plus for unwinding at the end of the day.  ",Ubicación,0.5777777777777778,Positivo ✅
269753,168017069,2017-07-08,52755049,Andrea,"El espacio de Ruy es muy confortable, sin dudas volvería a elegirlo! Y además es un excelente anfitrión, muchas gracias por tu atención!",Instalaciones,0.0,Neutral ⚪
28963187,431695112,2019-04-01,243137782,Fernando,"Super recomendable , el apto es hermoso , comodidad al 100 % , confort y estilo , cerca de todo , Claudia su anfitriona  es una genia, sabe lo que hace y tiene claro  lo que necesitan los viajeros para que su estancia sea óptima y única !!",Ubicación,0.5208333333333333,Positivo ✅
24643975,355729768,2018-12-05,14387857,Sophie,"Sadly I only spent one night in Antoine's place but I wish I could have stayed longer!  The house is ideally situated in the gorgeous leafy green Palermo Hollywood neighborhood close to loads of great bars and restaurants. Antoine and his wife Leti were lovely and welcoming and gave me some great insider tips. The place itself is very stylish, clean and comfortable with lots of natural light and there's an amazing private roof terrace with lots of plants that feels like a little peaceful oasis in the city. Would definitely recommend!",Limpieza,0.3307870370370371,Positivo ✅
23307944,413367541,2019-02-17,24127207,Scott,"What a great spot. Roof top terrace with private jacuzzi is icing on the cake. Check in and out was seamless, Soledad is available if you need her. Location is fantastic, our first time to Buenos Airies, we were unsure of what part of town to stay in. Palmero Soho is excellent- close to many bars, restaurants, sights, etc. We walked everywhere. Streets are safe at night with so many great places to stop and grab a bite.",Ubicación,0.4791666666666667,Positivo ✅
671183,23240244,2014-11-26,22119266,Michael,"We were met at the accommodation, everything was explained to us and we were left with emails and telephone numbers in case of any problems. The neighbourhood is lively and bohemian, lots of classy bars and hidden restaurants, boutiques and cafés.
Best points: roof terrace, lots of space, plenty of hot water, location.
Worst points: dogs barking at night, very loud weekend parties at nearby houses. Noisy neighbour next door.",Ubicación,0.04996632996632998,Neutral ⚪
27622006,422642032,2019-03-11,246291702,José Tomás,"Impecable el departamento, excelente ubicación y el anfitrión siempre disponible.",Instalaciones,0.0,Neutral ⚪
335297,575807944,2019-12-11,311166197,Nicolás,"La ubicación es excelente, a una cuadra de la estación de tren y subte y relativamente cerca de la zona de bares. Me costó obtener respuestas por parte de los anfitriones y no pude usar la pileta durante la estadía. Buscar la llave del depto después de las 20:30 cuesta 20USD. El departamento es muy cómodo para 2 personas, tiene una linda vista y lo encontramos muy limpio.",Limpieza,0.0,Neutral ⚪
27648436,419660335,2019-03-04,99259183,Thomas,"Das Studio liegt mitten in Recoleta und damit fährt man sehr gut, weil es das sicherste Viertel in Buenos Aires ist. Alles war unkompliziert und ging reibungslos über die Bühne. Studio ist sauber, groß und man alles was man braucht. Highlight ist mit Sicherheit der Pool auf dem Dach. Absolute Weiterempfehlung.",Instalaciones,0.2,Positivo ✅
2208765,26274131,2015-02-08,26572437,Alejandro,"Excelente, fue un viaje corto por trabajo, el lugar impecable! Delfina excelente anfitriona! ",Atención,0.0,Neutral ⚪
27186644,361429346,2018-12-23,32230297,Bruna,"Silvina e sua filha Bahiana firam excelentes anfitriãs. o apartamento é exatamente como nas fotos, antigo mais muito limpo. Havia produtos de higiene e limpeza a nossa disposição.  Bahiana nos recebeu em nossa chegada e nos mostrou o apartamento. a localização é excelente. no bairro há vários mercadinhos e bons lugares para comer. é próximo de uma estação de metro e pudemos chegar a todos os pontos turísticos rapidamente. era nosso aniversario de casamento e Silvina nos deixou uma garrafa de chandon como presente, uma delicadeza muito atenciosa. nos sentimos em casa!",Ubicación,0.0,Neutral ⚪
12222669,109873720,2016-10-23,81775751,Pavel,"Christian nos hizo sentir muy bien. El departamento está muy bien ubicado, en un edificio seguro y en una zona privilegiada. Las fotos coinciden exactamente con el lugar. Está muy bien cuidado y tiene todas las condiciones para poder disfrutar de Buenos Aires sin preocupaciones. Christian estuvo al tanto de todos los detalles, atendiendo todas nuestras necesidades y preocupado por nuestra estancia. Lo recomiendo, no se van a arrepentir de haberlo elegido.",Instalaciones,0.0,Neutral ⚪
15161358,202487243,2017-10-11,4463430,Manuel,"Nos gustó todo. Desde la limpieza, la comodidad que tiene el lugar, no le falta nada, la ubicación en San Telmo. El baño es un lujo, la cocina es completa con utensilios, microondas, heladera. El trato con Juan es un súper Host nos ayudó todo el tiempo. Nos vamos con la promesa que cuando volvamos a Buenos Aires nos quedaremos en este Studio otra vez.",Atención,0.0,Neutral ⚪
3319592,437283973,2019-04-14,209924515,Robert,"this is a wonderful apartment!  spacious, plenty of storage for our clothes, great shower and bathroom, great kitchen, washer, and we especially liked when weather permitted us to have our meals on the balcony overlooking the intersection.  It was only a few minutes walk to the end of the block to catch the Subte, a supermarket was a half block away, and a fresh vegetable store close too - i highly recommend Tomas' place!",Ubicación,0.4148148148148148,Positivo ✅
40640566,618064487,2020-03-14,247264687,Fernanda,"El departamento es acogedor el muy luminoso es tal cual las fotos, sin embargo el jacuzzi estaba lleno de tierra sucio por los lados no se puede usar y va visita a los vecinos no es privado y el wifi no indica cual es el usuario de red sólo cual la clave. Detalles a tener en cuenta",Limpieza,0.0,Neutral ⚪
28247369,340312273,2018-10-23,57598302,Leopoldo,"muy buen lugar, aunque esta lejos centro, para que queres ir al centro todo el tiempo. pasea por Belgrano, barrio chino, barracas nuñez. es mas lindo.",Ubicación,0.0,Neutral ⚪
5409316,56244196,2015-12-11,26403252,Ronda,"Location, Location, Location....if you are interested in an authentic neighborhood experience in Buenos Aires outside the usual tourist area, this two bedroom apartment with kitchen will exceed your expectations.  We are foodies from San Francisco, interested in good restaurants, easy access to transportation, and the safe tree lined streets of Palermo.  Melisa was an excellent hostess, and her generous hospitality certainly exceeded our expectations.  In addition to meeting us at the apartment, we counted on her expertise to help us learn the neighborhood and arrange taxis for us.  We do not speak Spanish, and with her support we had a most delightful experience in her beautiful city.  The two bedrooms are very comfortable, just like the photos.  You will find plenty of storage, hot water, kitchen supplies, coffee pot, very comfortable beds and pillows. There is an elevator, air conditioner, and good wifi.  We will definitely stay here the next time we are in Buenos Aires.",Ubicación,0.39688095238095233,Positivo ✅
910751,195236287,2017-09-18,141206483,Gabriel Mauricio,Es un monoambiente con todo lo necesario. Para dos personas es ideal y máximo 3. Todo super limpio y 100% de usabilidad,Limpieza,0.6166666666666667,Positivo ✅
15121801,353093900,2018-11-26,29323872,Clara,"Pasamos unas tres semanas muy lindas en el departamento, esta como en las fotos, el check in con la mama de German funcionó muy bien, nos recibió bien. El lugar estuvo limpio, la ubicacion esta buena, dentro de todo un lugar que recomiendo! 
Tuvimos una pequeña discussión con el dueño el primer día, pero después de que se arregló, todo bien. :)",Limpieza,0.25,Positivo ✅
111934,3171505,2012-12-28,2149233,Ann,"We had such a wonderful time at Emilce's place! It was so lovely to be greeted by Emilce, too! The place was fantastic and perfectly situated in Palermo. We were there for the holidays (summer) and the gorgeous rooftop and pool were fabulous. We hope to be back at Emilce's when we return one day to Buenos! ",Instalaciones,0.515625,Positivo ✅
31526094,543317336,2019-10-07,294021247,Egon,"Muy cerca del subte y locomoción lindo barrio, seguro con todas las comodidades, excelentes bares y restaurantes lo pasamos genial recomendable  %",Ubicación,0.0,Neutral ⚪
26058837,441032544,2019-04-21,139284605,Bruno,"Realmente muy cómodo el departamento de Alejandro. Limpio, luminoso y en un excelente punto de Buenos Aires. Alejandro en todo momento se preocupó por que no nos faltara nada. Muy placentera estadía en Recoleta.",Limpieza,0.0,Neutral ⚪
26321586,329705553,2018-09-29,210730262,Juan Jose,"Excelente departamento, buena ubicación,  los vigilantes de la recepción muy amable. Departamento muy cómodo!",Atención,0.0,Neutral ⚪
25406600,358478001,2018-12-14,229843324,Fernando L,Ubicación increíble! Ana una genia! Y el lugar muy bueno y completo! Para recomendar!,Instalaciones,0.0,Neutral ⚪
35609708,496499938,2019-07-27,121020426,Nestor,"Lugar con excelente ubicación, destacada servicialidad y atención por parte de Gabriel y la esposa. La estancia se hace muy amena en todo momento. Muy recomendado.",Instalaciones,0.0,Neutral ⚪
9623249,120070409,2016-12-07,33435473,Jane Patricia,"El lugar está en una zona residencial, cómodo y acogedor, nos sentimos seguros .
Es fácil transportarse en el subterráneo.
",Instalaciones,0.0,Neutral ⚪
14980239,160563996,2017-06-14,130426170,Deovanny,"Leila es muy atenta y amable a la hora de hacerte sentir en casa. La ubicación de la habitación es inmejorable, las condiciones del edificio. Las fotos corresponden a la realidad. Hay muchos sitios de comida, ventas y sitios turísticos cercanos al lugar, el famoso Obelisco, es un ejemplo de ello. Lo único malo no habernos quedado mayor tiempo. Excelente anfitriona y hace un chocolate de bariloche muy rico.",Ubicación,0.0,Neutral ⚪
4623529,120731851,2016-12-11,44766323,Anthony,"The apartment was just as described. Very clean and within several blocks to anything you may need. Very close to transit. Camilo was very friendly and was quick to respond if I needed anything. Highly recommend! 

El departmento estaba como se describe. Muy limpio y dentro de varias cuadras de todo lo que pueda necesitar. Muy cerca de tránsito. Camilo fue muy amable y fue rápido para responder si necesitaba algo. ¡Recomendado mucho!",Limpieza,0.29125,Positivo ✅
29181341,406126453,2019-01-28,159673908,Marcelo,"Lugar cómodo, cerca de lugares interesantes. El depto muy lindo.",Ubicación,0.0,Neutral ⚪
31169656,480334041,2019-07-02,1819523,Felicitas,"Los anfitriones se mostraron muy atentos y predispuestos en todo momento. Departamento espacioso, bien ubicado y muy limpio.",Limpieza,0.0,Neutral ⚪
388089,480125455,2019-07-02,27721347,Kat,"Marina is a wonderful host. We been to unique local designer shops that I won’t be able to find them myself.  If you love to dress other than mainstream stuff, I wholeheartedly recommend to shop with marina",Atención,0.375,Positivo ✅
13294482,86429715,2016-07-16,54780570,Gigi,"Clean, nicely furbished and spacious, the apartment is ideally located in the very nice neighbourhood of Palermo. Moreover our hosts were nice, always giving prompt answers. I would recommend this apartment !",Limpieza,0.6793333333333333,Positivo ✅
39968044,579732836,2019-12-21,6466815,Ignacio,Yael es muy buena anfitriona. Responde rapido y nos recomendo lugares de interes!! Muy predispuesta. Y el dpto.. muy bien ubicado! Lo recomiendo,Atención,0.0,Neutral ⚪
10377381,111663077,2016-11-01,4559165,Nicholas,"My boyfriend and I stayed at Cristian's place in Palermo for nearly two months and absolutely loved it. The apartment is as it looks in the photos and feels quite spacious. The kitchen is well equipped for cooking, the balcony is great for morning reading and the bedroom is in the back of the apartment, away from most of the street noise. The location is also ideal as you are a few blocks from the subte, near lots of bus lines and walking distance to everything in Palermo Soho and Hollywood. The restaurants, bars and cafés in this neighborhood are top notch. Even with two months we feel like we didn't have enough time to try them all. The wifi works very well and the neighbors are pleasant. During our stay there were a few little things that started falling apart, but nothing major and this did not take away from our experience. Overall, two thumbs up! I would highly suggest you take advantage of Cristian's apartment, whether for a few days or a few months.",Ubicación,0.19833333333333333,Positivo ✅
22041642,455231428,2019-05-19,43808188,Martin,"They had an issue with wifi they couldn't resolve by the time we've check in. As we went on Friday, we did not have connectivity for the whole weekend.",Atención,0.2,Positivo ✅
20887538,250012459,2018-04-03,179978486,Thiara,"Lugar ótimo, super limpo, localização perfeita. Perto de muitos pubs, e de vários ônibus e a principal estação de trem de Buenos Aires.",Ubicación,0.3333333333333333,Positivo ✅
30580929,437956076,2019-04-15,235313806,Maria Luz,"Excelente departamento! Muy limpio, todo como está en fotos. Juli siempre a disposición para todo. Super recomendable!",Limpieza,0.41666666666666663,Positivo ✅
21759755,608035705,2020-02-19,316080802,Elizabeth,La diferencia la hace la anfitriona. Uno se siente seguro con sus indicaciones y detalle. Muy amable y muy buena experiencia.,Atención,0.0,Neutral ⚪
14367654,154895963,2017-05-26,131547014,Hector,graciass,Instalaciones,0.0,Neutral ⚪
23701487,458786793,2019-05-26,250302301,Natalia,"Departamento muy bien iluminado, fresco y moderno. Nos sentimos muy comodas y los anfitriones muy hospitalarios.",Atención,0.0,Neutral ⚪
10595212,251238490,2018-04-07,135272374,Franco,"Todo Perfecto! Como siempre que me alejo en el departamento de Dolores , espero poder volver el próximo mes !",Limpieza,0.0,Neutral ⚪
14779326,330404414,2018-09-30,121415372,Giannina,"Sabrina es una excelente anfitriona y la ubicación es inmejorable, además de tranquila.",Atención,0.0,Neutral ⚪
24013702,259739137,2018-05-02,17891289,Francisco,"La verdad que el lugar, la ubicación es hermosa. La predisposición de la dueña fue siempre fluida.",Instalaciones,0.0,Neutral ⚪
22685615,347996169,2018-11-12,164758453,Marie,"Nous avons aimé cet appartement par sa proximité à tout, avec une ligne de tram à 5minutes à pied. 
Il est confortable pour 2 adultes avec trois enfants (nous étions 5 adultes c’était un un peu limite). Nous étions contents des sanitaires, de la propreté et de l’accueil de notre hôte qui a été accueillante patiente et agréable alors que notre avion avait du retard et qu’une fois en route nous n’avions plus de réseau. Merci beaucoup nous avons passé une bonne semaine chez elle :)",Instalaciones,-0.2,Negativo ❌
21258784,336614577,2018-10-14,196808896,Claudia P,Muchas gracias Noelia por todo! El lugar superó nuestras expectativas,Instalaciones,0.0,Neutral ⚪
28010347,604770387,2020-02-12,62629958,Adrian,"The studio apartment is as you can see it on the photos. It's well located, but take into account that it's a restricted area for access by car (particularly on weekdays). If you are looking for a place to sleep, have access to the main attractions and try restaurants/bars, is the perfect choice. But if you like to prepare your own meal you'll note that is lacking some items (particularly hobs, in my opinion). Over all great experience.",Instalaciones,0.4833333333333332,Positivo ✅
4695385,214717039,2017-11-26,22694634,Stefan,"Perfect organisation, quick response in case of need, easy hand-over. Great location for day- and nightlife in young Buenos Aires.",Ubicación,0.5333333333333333,Positivo ✅
33335898,561439830,2019-11-09,224889543,Rosa,"La ubicación es excelente, lleno de comercios alrededor. Buena comida (les recomiendo La Conga, sobre esa misma calle) y tiendas para abastecerse. La recamarera es de las personas más amables que he conocido, igualmente Damián. Muy recomendable.",Atención,0.0,Neutral ⚪
12824010,610505192,2020-02-24,209352415,Solomon,Great place. Recommend it,Instalaciones,0.8,Positivo ✅
29754016,552350233,2019-10-21,48452948,Alex,"Amazing place, very well located. The best was Luz and her Husband, they are extremely kind persons and always willing to help. 
The room was very clean and really makes you feel like home.  Very advisable to stay there.",Limpieza,0.44083333333333335,Positivo ✅
22002003,575201414,2019-12-09,26268232,John,"Great place to stay for easy access to both Palermo Soho and Hollywood. 
- Very helpful and accommodating around check in/out.
- Good WiFi, nice shower, lift access.",Atención,0.5466666666666666,Positivo ✅
27574594,621434339,2020-03-31,126886956,Sol,"La amabilidad de Andrea y la comunicación con ella, fue excelente, fluida y rápido. La zona del alojamiento es muy buena, con muchos lugares para comer o salir de copas. 
El lugar, muy cómodo en cuanto a espacio y luminosidad. 
Realmente recomendable.",Instalaciones,0.0,Neutral ⚪
24464980,619154462,2020-03-16,265615988,Antonia,Súper cómodo espacio y bien ubicado,Instalaciones,0.0,Neutral ⚪
69086,72849421,2016-05-04,8859569,Victor,Sympathic contact who takes care of the guest. The apartment with the entrance to the patio (shared with other apartments) is very nice as well as the patio is nicely designed!,Instalaciones,0.4683333333333333,Positivo ✅
17765351,337510380,2018-10-16,178307358,Lucila,"Departamento cómodo y funcional, muy bien ubicado e ideal para pasar unos días en la Ciudad. Laura y su mamá se comunicaron muy cordialmente y de manera rápida con nosotros.",Precio/Calidad,0.9,Positivo ✅
4226937,87071442,2016-07-18,19733750,Elena,"Perfect location in the heart of Palermo, close to major public transport routes (2 blocks to metrobus, 3 blocks to subte linea D, train station and city buses). Distrito Arcos Outlet with lots of brands across the street. Apartment has a stove with oven so you can cook something if you'd like to. Fastest internet connection I've seen in BA so far. New building, quiet place, few blocks away from BA night buzz.",Ubicación,0.15698051948051947,Positivo ✅
3775492,41163002,2015-08-04,39870535,Victoria,"The apartment is beautiful, comfortable, lovely. We went with my husband and our 3 kids and we fit in it perfectly. It is as you see in the pictures and really bright. The apartment has everything you need to enjoy your stay in Bs As . It is close to all kind of stores, perfect transport communication. Building Amenities are just perfect, doorman, security, laundry, gym and sauna. We love the kindness of people working in the building and of course Ana, the owner. I do recommend this apartment, you will be happy in it. Also important, you have silence and blackout to sleep well plus is warm. Thank you very much Ana!",Atención,0.6316666666666666,Positivo ✅
394407,482456987,2019-07-06,258245632,Erin,"Stunning Apartment is a correct description. This apartment is absolutely gorgeous, decorated with very chic artwork and has historic charm throughout. Though we visited in the winter (the coldest week of the year), Nicolas was accommodating with extra heaters and blankets so we could enjoy the lovely rooms in this apartment. Without this, we would have been very cold. 

The apartment is historic, so please find the beauty in the older features (i.e. bathroom tiles and flooring) the way that we did. 

Everything in the apartment and surrounding areas is just as described. We had a fantastic time and would absolutely stay here again.",Instalaciones,0.19055555555555556,Positivo ✅
34038034,618025530,2020-03-14,322106808,Jan-Niklas,Fantastic place right in the heart of Buenos Aires. Very stylish place including two fancy bathrooms and a spacious living area. Loved the amazing rooftop balcony. Juli is a lovely host. She provided us with tipps and was always happy to help. Can only recommend staying at her place.,Atención,0.49196428571428574,Positivo ✅
2018802,564667115,2019-11-16,86106683,Eduardo,"El local es ótimo, precio accesible y Maria es una excelente persona y muy simpática para recibir sus huéspedes. Local totalmente recomendable.",Precio/Calidad,0.0,Neutral ⚪
31870611,430418338,2019-03-30,194331772,Sean,"Betina’s apartment is beautiful, well-located, safe, and has a great deal of personality. The photos are completely accurate. As she was travelling, we sadly didn’t have the chance to meet Betina but nonetheless she was very responsive from halfway across the world over the course of our 1 month stay. The neighbors were also very helpful and welcoming. A great experience and an easy 5/5. Gracias Betina!",Atención,0.42129629629629645,Positivo ✅
2902956,362461844,2018-12-26,58803163,Britt Eva,Emma was a very helpful and kind host and the appartment was just perfect!,Atención,0.6,Positivo ✅
42222594,612402972,2020-02-29,131300104,Alejandro,"Apartamento recien remodelado. Buena ubicación y amplio para lo que se encuentra por la zona. 
Muy recomendable !",Instalaciones,0.0,Neutral ⚪
5572018,56854232,2015-12-19,33316942,Eva,"Centrally located, you can get to many interesting points by foot or buses and subways, it is very convenient and friendly neighbourhood.  I love the building, it was built in 1920 and still maintain the elegance.  The apartment is exactly as seen in photos, very spacious and clean.  A bit noisy in the daytime on the weekdays but weekend is very quiet.  Matias is a wonderful host, he provides very detailed tourists information and answers difficult questions in a split second.  He is also very helpful in ad hoc request,  he helped me to find out bank location, where I can find supermarket and post office etc.  He also helped arranging a car for me to go to the airport at midnight for catching an red eye flight.  Must say thank you to Matias here and will definite return on my next visit.",Limpieza,0.2479824561403509,Positivo ✅
24128123,503121285,2019-08-05,180766623,Claudio,Excelente ubicación!,Instalaciones,0.0,Neutral ⚪
4637612,63705725,2016-02-26,11270841,Pablo,"As always, Gloria is a great host! We keep coming month after month!
thanks Gloria!",Atención,0.625,Positivo ✅
7225398,311591242,2018-08-21,120211542,Alejandra,Muy limpio y muy buena ubicación. ,Limpieza,0.0,Neutral ⚪
20707245,269512932,2018-05-27,121494938,Santi,"Reserve el alojamiento de Gabriela para mi hermana y su novio , y volvieron super contentos ! Muy calido el dpto y super amable la atencion de Gabriela. Para recomendar 100%",Atención,0.375,Positivo ✅
